subid,subjid,exp_chosen,reaction_time
55a43687fdf99b7da1908e0f,2,0,1.3343
55a43687fdf99b7da1908e0f,2,1,1.3341
55a43687fdf99b7da1908e0f,2,0,4.9579
55a43687fdf99b7da1908e0f,2,0,1.1504
55a43687fdf99b7da1908e0f,2,1,0.9668
55a43687fdf99b7da1908e0f,2,1,0.8834
55a43687fdf99b7da1908e0f,2,0,0.7998
55a43687fdf99b7da1908e0f,2,0,0.9167
55a43687fdf99b7da1908e0f,2,0,1.4175
55a43687fdf99b7da1908e0f,2,1,3.3211
55a43687fdf99b7da1908e0f,2,1,1.6514
55a43687fdf99b7da1908e0f,2,1,2.7701
55a43687fdf99b7da1908e0f,2,0,2.7202
55a43687fdf99b7da1908e0f,2,1,5.2081
55a43687fdf99b7da1908e0f,2,1,4.0892
55a43687fdf99b7da1908e0f,2,1,1.1844
55a43687fdf99b7da1908e0f,2,1,1.2507
55a43687fdf99b7da1908e0f,2,0,1.2841
55ea70c37480920010aa9982,3,0,2.608999968
55ea70c37480920010aa9982,3,0,2.463000059
55ea70c37480920010aa9982,3,0,2.465000153
55ea70c37480920010aa9982,3,0,2.852999926
55ea70c37480920010aa9982,3,0,1.92599988
55ea70c37480920010aa9982,3,0,2.451999903
55ea70c37480920010aa9982,3,0,3.698000193
55ea70c37480920010aa9982,3,1,2.088999987
55ea70c37480920010aa9982,3,0,1.754999876
55ea70c37480920010aa9982,3,0,1.75
55ea70c37480920010aa9982,3,0,3.318000078
55ea70c37480920010aa9982,3,0,3.144000053
55ea70c37480920010aa9982,3,0,2.73300004
55ea70c37480920010aa9982,3,0,2.828999996
55ea70c37480920010aa9982,3,0,2.680000067
55ea70c37480920010aa9982,3,1,4.365999937
55ea70c37480920010aa9982,3,1,3.967000008
55ea70c37480920010aa9982,3,0,3.898000002
55ea70c37480920010aa9982,3,0,1.867000103
55ea70c37480920010aa9982,3,0,2.731000185
55ea70c37480920010aa9982,3,0,1.914000034
55ea70c37480920010aa9982,3,1,2.960999966
55ea70c37480920010aa9982,3,0,2.666000128
55ea70c37480920010aa9982,3,1,2.229000092
55ea70c37480920010aa9982,3,0,2.677000046
55ea70c37480920010aa9982,3,1,2.500999928
55ea70c37480920010aa9982,3,0,1.851999998
55ea70c37480920010aa9982,3,0,2.015000105
55ea70c37480920010aa9982,3,0,2.6650002
55ea70c37480920010aa9982,3,0,1.778999805
55ea70c37480920010aa9982,3,0,2.457999945
55ea70c37480920010aa9982,3,1,3.361000061
55ea70c37480920010aa9982,3,0,3.217000008
55ea70c37480920010aa9982,3,0,1.839999914
55ea70c37480920010aa9982,3,0,3.522000074
55ea70c37480920010aa9982,3,0,1.876999855
55ea70c37480920010aa9982,3,1,3.493999958
55ea70c37480920010aa9982,3,0,4.24000001
55ea70c37480920010aa9982,3,0,3.109999895
55ea70c37480920010aa9982,3,0,1.391000032
55ea70c37480920010aa9982,3,1,5.444000006
55ea70c37480920010aa9982,3,1,3.554000139
55ea70c37480920010aa9982,3,0,2.644000053
55ea70c37480920010aa9982,3,0,2.09100008
55ea70c37480920010aa9982,3,0,2.889000177
55ea70c37480920010aa9982,3,1,2.660000086
55ea70c37480920010aa9982,3,0,3.488000154
55ea70c37480920010aa9982,3,0,1.992000103
55ea70c37480920010aa9982,3,0,3.184000015
55ea70c37480920010aa9982,3,0,2.525000095
56259489ed6e5a0005c80fde,4,0,2.0925
56259489ed6e5a0005c80fde,4,0,1.8986
56259489ed6e5a0005c80fde,4,0,2.2145
56259489ed6e5a0005c80fde,4,1,1.4479
56259489ed6e5a0005c80fde,4,0,1.3662
56259489ed6e5a0005c80fde,4,0,1.2599
56259489ed6e5a0005c80fde,4,0,1.2435
56259489ed6e5a0005c80fde,4,0,1.3601
56259489ed6e5a0005c80fde,4,1,1.1421
56259489ed6e5a0005c80fde,4,0,1.3108
56259489ed6e5a0005c80fde,4,0,1.1604
56259489ed6e5a0005c80fde,4,0,1.2275
56259489ed6e5a0005c80fde,4,0,1.177
56259489ed6e5a0005c80fde,4,0,1.4942
56259489ed6e5a0005c80fde,4,0,1.2813
56259489ed6e5a0005c80fde,4,0,1.3646
56259489ed6e5a0005c80fde,4,0,1.4103
56259489ed6e5a0005c80fde,4,0,0.9918
56259489ed6e5a0005c80fde,4,0,1.494
56259489ed6e5a0005c80fde,4,1,1.3939
56259489ed6e5a0005c80fde,4,0,1.4106
56259489ed6e5a0005c80fde,4,0,1.146
56259489ed6e5a0005c80fde,4,1,1.5938
56259489ed6e5a0005c80fde,4,1,1.7741
56259489ed6e5a0005c80fde,4,0,1.2449
56259489ed6e5a0005c80fde,4,1,1.3268
56259489ed6e5a0005c80fde,4,0,1.5277
56259489ed6e5a0005c80fde,4,0,1.2607
56259489ed6e5a0005c80fde,4,0,1.2768
56259489ed6e5a0005c80fde,4,0,2.0608
56259489ed6e5a0005c80fde,4,0,2.2063
56259489ed6e5a0005c80fde,4,0,1.8108
56259489ed6e5a0005c80fde,4,0,2.5111
56259489ed6e5a0005c80fde,4,0,1.2574
56259489ed6e5a0005c80fde,4,0,2.2942
56259489ed6e5a0005c80fde,4,0,1.4081
56259489ed6e5a0005c80fde,4,0,1.1918
56259489ed6e5a0005c80fde,4,0,1.6281
56259489ed6e5a0005c80fde,4,0,1.794
56259489ed6e5a0005c80fde,4,0,1.4937
56259489ed6e5a0005c80fde,4,1,2.2764
56259489ed6e5a0005c80fde,4,1,1.8948
56259489ed6e5a0005c80fde,4,0,1.9272
56259489ed6e5a0005c80fde,4,0,1.2355
56259489ed6e5a0005c80fde,4,0,1.3113
56259489ed6e5a0005c80fde,4,0,1.2901
56259489ed6e5a0005c80fde,4,0,1.1437
56259489ed6e5a0005c80fde,4,0,1.6263
56259489ed6e5a0005c80fde,4,0,1.1439
56259489ed6e5a0005c80fde,4,0,1.6264
566c9284d408ea000519c6d7,5,1,1.008000135
566c9284d408ea000519c6d7,5,1,1.292000055
566c9284d408ea000519c6d7,5,0,1.667999983
566c9284d408ea000519c6d7,5,0,1.707000017
566c9284d408ea000519c6d7,5,1,1.527000189
566c9284d408ea000519c6d7,5,0,1.274999857
566c9284d408ea000519c6d7,5,0,1.286000013
566c9284d408ea000519c6d7,5,1,1.212000132
566c9284d408ea000519c6d7,5,0,1.276000023
566c9284d408ea000519c6d7,5,1,1.163000107
566c9284d408ea000519c6d7,5,0,0.920000076
566c9284d408ea000519c6d7,5,1,1.138000011
566c9284d408ea000519c6d7,5,0,1.364000082
566c9284d408ea000519c6d7,5,1,1.122999907
566c9284d408ea000519c6d7,5,0,1.146000147
566c9284d408ea000519c6d7,5,0,1.193000078
566c9284d408ea000519c6d7,5,1,1.45600009
566c9284d408ea000519c6d7,5,1,2.10800004
566c9284d408ea000519c6d7,5,1,1.703999996
566c9284d408ea000519c6d7,5,0,1.15899992
566c9284d408ea000519c6d7,5,0,1.753000021
566c9284d408ea000519c6d7,5,1,1.307999849
566c9284d408ea000519c6d7,5,1,2.153000116
566c9284d408ea000519c6d7,5,0,1.562000036
566c9284d408ea000519c6d7,5,1,2.855000019
566c9284d408ea000519c6d7,5,0,2.264999866
566c9284d408ea000519c6d7,5,0,1.88499999
566c9284d408ea000519c6d7,5,0,1.779000044
566c9284d408ea000519c6d7,5,0,1.681999922
566c9284d408ea000519c6d7,5,1,1.631000042
566c9284d408ea000519c6d7,5,1,1.681999922
566c9284d408ea000519c6d7,5,1,2.082000017
566c9284d408ea000519c6d7,5,1,2.308000088
566c9284d408ea000519c6d7,5,0,2.235999823
566c9284d408ea000519c6d7,5,1,1.609999895
566c9284d408ea000519c6d7,5,1,2.085000038
566c9284d408ea000519c6d7,5,0,1.514000177
566c9284d408ea000519c6d7,5,1,2.183999777
566c9284d408ea000519c6d7,5,0,2.177000046
566c9284d408ea000519c6d7,5,1,2.078999996
566c9284d408ea000519c6d7,5,0,1.63499999
566c9284d408ea000519c6d7,5,0,1.796000004
566c9284d408ea000519c6d7,5,1,1.94900012
566c9284d408ea000519c6d7,5,1,1.735999823
566c9284d408ea000519c6d7,5,1,1.486000061
566c9284d408ea000519c6d7,5,0,2.217999935
566c9284d408ea000519c6d7,5,1,1.967000008
566c9284d408ea000519c6d7,5,0,2.046999931
566c9284d408ea000519c6d7,5,1,3
566c9284d408ea000519c6d7,5,0,2.138000011
56f745653bd969000d170c15,6,0,1.849
56f745653bd969000d170c15,6,1,3.222
56f745653bd969000d170c15,6,0,2.243
56f745653bd969000d170c15,6,1,3.335
56f745653bd969000d170c15,6,0,2.59
56f745653bd969000d170c15,6,0,2.66
56f745653bd969000d170c15,6,1,1.925
56f745653bd969000d170c15,6,0,2.862
56f745653bd969000d170c15,6,0,3.431
56f745653bd969000d170c15,6,1,2.389
56f745653bd969000d170c15,6,0,6.217
56f745653bd969000d170c15,6,0,2.266
56f745653bd969000d170c15,6,0,2.919
56f745653bd969000d170c15,6,1,2.654
56f745653bd969000d170c15,6,0,2.173
56f745653bd969000d170c15,6,0,1.706
56f745653bd969000d170c15,6,0,2.606
56f745653bd969000d170c15,6,1,3.432
56f745653bd969000d170c15,6,1,3.461
56f745653bd969000d170c15,6,1,3.584
56f745653bd969000d170c15,6,0,2.252
56f745653bd969000d170c15,6,0,5.309
56f745653bd969000d170c15,6,0,3.751
56f745653bd969000d170c15,6,1,3.158
56f745653bd969000d170c15,6,0,2.715
56f745653bd969000d170c15,6,1,3.272
56f745653bd969000d170c15,6,1,3.667
56f745653bd969000d170c15,6,0,2.945
56f745653bd969000d170c15,6,1,1.693
56f745653bd969000d170c15,6,0,2.348
56f745653bd969000d170c15,6,1,3.21
56f745653bd969000d170c15,6,0,4.877
56f745653bd969000d170c15,6,1,2.139
56f745653bd969000d170c15,6,1,2.023
56f745653bd969000d170c15,6,0,3.855
56f745653bd969000d170c15,6,0,2.676
56f745653bd969000d170c15,6,1,2.131
56f745653bd969000d170c15,6,0,1.778
56f745653bd969000d170c15,6,0,1.326
56f745653bd969000d170c15,6,1,1.688
56f745653bd969000d170c15,6,0,2.88
56f745653bd969000d170c15,6,0,2.521
56f745653bd969000d170c15,6,1,3.022
56f745653bd969000d170c15,6,0,1.278
56f745653bd969000d170c15,6,1,3.382
56f745653bd969000d170c15,6,1,2.375
56f745653bd969000d170c15,6,0,2.069
56f745653bd969000d170c15,6,0,5.044
56f745653bd969000d170c15,6,0,4.682
57e972d7c3e5930001447bb1,7,0,3.09800005
57e972d7c3e5930001447bb1,7,0,3.483999968
57e972d7c3e5930001447bb1,7,1,6.146000147
57e972d7c3e5930001447bb1,7,1,5.242000103
57e972d7c3e5930001447bb1,7,1,5.292000055
57e972d7c3e5930001447bb1,7,1,4.015000105
57e972d7c3e5930001447bb1,7,1,7.628999949
57e972d7c3e5930001447bb1,7,1,9.139999866
57e972d7c3e5930001447bb1,7,1,4.544000149
57e972d7c3e5930001447bb1,7,0,4.236999989
57e972d7c3e5930001447bb1,7,0,6.782999992
57e972d7c3e5930001447bb1,7,1,6.233999968
57e972d7c3e5930001447bb1,7,0,4.323999882
57e972d7c3e5930001447bb1,7,1,9.291999817
57e972d7c3e5930001447bb1,7,1,5.681999922
57e972d7c3e5930001447bb1,7,1,4.287999868
57e972d7c3e5930001447bb1,7,1,2.98300004
57e972d7c3e5930001447bb1,7,1,3.996000051
57e972d7c3e5930001447bb1,7,0,3.888000011
57e972d7c3e5930001447bb1,7,1,6.500999928
57e972d7c3e5930001447bb1,7,0,4.493000031
57e972d7c3e5930001447bb1,7,0,4.224999905
57e972d7c3e5930001447bb1,7,0,3.90199995
57e972d7c3e5930001447bb1,7,0,4.02699995
57e972d7c3e5930001447bb1,7,0,4.213000059
57e972d7c3e5930001447bb1,7,1,3.263000011
57e972d7c3e5930001447bb1,7,1,3.504000187
57e972d7c3e5930001447bb1,7,1,3.488999844
57e972d7c3e5930001447bb1,7,1,3.039999962
57e972d7c3e5930001447bb1,7,0,4.855999947
57e972d7c3e5930001447bb1,7,1,4.457999945
57e972d7c3e5930001447bb1,7,0,6.638000011
57e972d7c3e5930001447bb1,7,1,4.246000051
57e972d7c3e5930001447bb1,7,1,3.937000036
57e972d7c3e5930001447bb1,7,0,4.476000071
57e972d7c3e5930001447bb1,7,0,2.122999907
57e972d7c3e5930001447bb1,7,0,4.610000134
57e972d7c3e5930001447bb1,7,1,4.680999994
57e972d7c3e5930001447bb1,7,1,4.246999979
57e972d7c3e5930001447bb1,7,1,5.437000036
57e972d7c3e5930001447bb1,7,1,4.325000048
57e972d7c3e5930001447bb1,7,1,6.61500001
57e972d7c3e5930001447bb1,7,1,8.000999928
57e972d7c3e5930001447bb1,7,1,5.551999807
57e972d7c3e5930001447bb1,7,1,3.927999973
57e972d7c3e5930001447bb1,7,0,4.062999964
57e972d7c3e5930001447bb1,7,1,4.299000025
57e972d7c3e5930001447bb1,7,1,4.215999842
57e972d7c3e5930001447bb1,7,0,3.883000135
57e972d7c3e5930001447bb1,7,1,3.779000044
58060d08b869700001d70b8c,8,1,3.6
58060d08b869700001d70b8c,8,1,2.6
58060d08b869700001d70b8c,8,1,3.1
58060d08b869700001d70b8c,8,0,2.6
58060d08b869700001d70b8c,8,0,2.4
58060d08b869700001d70b8c,8,1,2.9
58060d08b869700001d70b8c,8,0,3.9
58060d08b869700001d70b8c,8,0,3.3
58060d08b869700001d70b8c,8,0,3.2
58060d08b869700001d70b8c,8,1,1.5
58060d08b869700001d70b8c,8,1,4.1
58060d08b869700001d70b8c,8,1,4.1
58060d08b869700001d70b8c,8,0,2.4
58060d08b869700001d70b8c,8,0,2.4
58060d08b869700001d70b8c,8,0,1.9
58060d08b869700001d70b8c,8,0,3.1
58060d08b869700001d70b8c,8,1,4.6
58060d08b869700001d70b8c,8,1,1.9
58060d08b869700001d70b8c,8,1,4.3
58060d08b869700001d70b8c,8,0,3.4
58060d08b869700001d70b8c,8,0,2.7
58060d08b869700001d70b8c,8,1,2.1
58060d08b869700001d70b8c,8,0,4
58060d08b869700001d70b8c,8,0,1.9
58060d08b869700001d70b8c,8,1,3.6
58060d08b869700001d70b8c,8,1,3
58060d08b869700001d70b8c,8,1,2.9
58060d08b869700001d70b8c,8,0,3.4
58060d08b869700001d70b8c,8,1,1.8
58060d08b869700001d70b8c,8,0,2.9
58060d08b869700001d70b8c,8,1,1.9
58060d08b869700001d70b8c,8,1,1.9
58060d08b869700001d70b8c,8,1,3.3
58060d08b869700001d70b8c,8,1,4
58060d08b869700001d70b8c,8,1,3
58060d08b869700001d70b8c,8,1,2.3
58060d08b869700001d70b8c,8,1,4.3
58060d08b869700001d70b8c,8,1,1.4
58060d08b869700001d70b8c,8,0,2.5
58060d08b869700001d70b8c,8,1,2
58060d08b869700001d70b8c,8,0,2.2
58060d08b869700001d70b8c,8,0,2
58060d08b869700001d70b8c,8,0,2.6
58060d08b869700001d70b8c,8,1,4.1
58060d08b869700001d70b8c,8,1,3
58060d08b869700001d70b8c,8,1,2.3
58060d08b869700001d70b8c,8,1,2.1
58060d08b869700001d70b8c,8,0,1.5
58060d08b869700001d70b8c,8,0,1.7
58060d08b869700001d70b8c,8,0,2.1
58ab75c4ef58a9000119d16c,9,1,2.420000076
58ab75c4ef58a9000119d16c,9,0,1.819000006
58ab75c4ef58a9000119d16c,9,1,2.132000208
58ab75c4ef58a9000119d16c,9,0,1.790999889
58ab75c4ef58a9000119d16c,9,0,2.157999992
58ab75c4ef58a9000119d16c,9,0,2.926000118
58ab75c4ef58a9000119d16c,9,0,2.440000057
58ab75c4ef58a9000119d16c,9,0,2.791000128
58ab75c4ef58a9000119d16c,9,1,5.019999981
58ab75c4ef58a9000119d16c,9,0,4.048000097
58ab75c4ef58a9000119d16c,9,0,2.79399991
58ab75c4ef58a9000119d16c,9,0,3.190999985
58ab75c4ef58a9000119d16c,9,0,2.898000002
58ab75c4ef58a9000119d16c,9,0,3.032000065
58ab75c4ef58a9000119d16c,9,0,2.083000183
58ab75c4ef58a9000119d16c,9,1,3.312000036
58ab75c4ef58a9000119d16c,9,0,1.561000109
58ab75c4ef58a9000119d16c,9,1,5.054999828
58ab75c4ef58a9000119d16c,9,1,5.929000139
58ab75c4ef58a9000119d16c,9,1,3.504999876
58ab75c4ef58a9000119d16c,9,1,2.481999874
58ab75c4ef58a9000119d16c,9,0,2.696000099
58ab75c4ef58a9000119d16c,9,1,3.194999933
58ab75c4ef58a9000119d16c,9,0,2.403000116
58ab75c4ef58a9000119d16c,9,0,2.532000065
58ab75c4ef58a9000119d16c,9,1,2.63499999
58ab75c4ef58a9000119d16c,9,0,3.325999975
58ab75c4ef58a9000119d16c,9,0,2.105999947
58ab75c4ef58a9000119d16c,9,0,2.749000072
58ab75c4ef58a9000119d16c,9,0,2.295000076
58ab75c4ef58a9000119d16c,9,1,2.779999971
58ab75c4ef58a9000119d16c,9,0,3.220999956
58ab75c4ef58a9000119d16c,9,1,3.882000208
58ab75c4ef58a9000119d16c,9,0,2.296000004
58ab75c4ef58a9000119d16c,9,0,1.667000055
58ab75c4ef58a9000119d16c,9,0,2.756999969
58ab75c4ef58a9000119d16c,9,1,2.880000114
58ab75c4ef58a9000119d16c,9,0,2.151000023
58ab75c4ef58a9000119d16c,9,1,2.937000036
58ab75c4ef58a9000119d16c,9,0,3.773999929
58ab75c4ef58a9000119d16c,9,1,4.653999805
58ab75c4ef58a9000119d16c,9,0,2.128999949
58ab75c4ef58a9000119d16c,9,0,2.765000105
58ab75c4ef58a9000119d16c,9,0,2.332000017
58ab75c4ef58a9000119d16c,9,1,2.360000134
58ab75c4ef58a9000119d16c,9,1,2.128999949
58ab75c4ef58a9000119d16c,9,1,2.762999773
58ab75c4ef58a9000119d16c,9,0,2.298000097
58ab75c4ef58a9000119d16c,9,0,2.477999926
5914b7b50a4b9d0001add64f,10,0,1.1224
5914b7b50a4b9d0001add64f,10,1,1.1233
5914b7b50a4b9d0001add64f,10,0,1.458
5914b7b50a4b9d0001add64f,10,0,0.9252
5914b7b50a4b9d0001add64f,10,1,1.009
5914b7b50a4b9d0001add64f,10,1,1.171
5914b7b50a4b9d0001add64f,10,0,0.7113
5914b7b50a4b9d0001add64f,10,1,0.6919
5914b7b50a4b9d0001add64f,10,1,0.5917
5914b7b50a4b9d0001add64f,10,0,0.8434
5914b7b50a4b9d0001add64f,10,0,0.6939
5914b7b50a4b9d0001add64f,10,0,1.2973
5914b7b50a4b9d0001add64f,10,0,1.3405
5914b7b50a4b9d0001add64f,10,0,0.6423
5914b7b50a4b9d0001add64f,10,0,0.5759
5914b7b50a4b9d0001add64f,10,0,0.8116
5914b7b50a4b9d0001add64f,10,1,0.7784
5914b7b50a4b9d0001add64f,10,1,1.0454
5914b7b50a4b9d0001add64f,10,0,0.8973
5914b7b50a4b9d0001add64f,10,1,0.594
5914b7b50a4b9d0001add64f,10,1,1.049
5914b7b50a4b9d0001add64f,10,1,1.3453
5914b7b50a4b9d0001add64f,10,0,0.9088
5914b7b50a4b9d0001add64f,10,1,1.8109
5914b7b50a4b9d0001add64f,10,1,1.0578
5914b7b50a4b9d0001add64f,10,1,0.9774
5914b7b50a4b9d0001add64f,10,0,1.4916
5914b7b50a4b9d0001add64f,10,1,0.6427
5914b7b50a4b9d0001add64f,10,1,0.7832
5914b7b50a4b9d0001add64f,10,0,1.0953
5914b7b50a4b9d0001add64f,10,1,0.8611
5914b7b50a4b9d0001add64f,10,0,1.1569
5914b7b50a4b9d0001add64f,10,0,0.9032
5914b7b50a4b9d0001add64f,10,0,0.9884
5914b7b50a4b9d0001add64f,10,1,0.7429
5914b7b50a4b9d0001add64f,10,1,0.8607
5914b7b50a4b9d0001add64f,10,0,0.8764
5914b7b50a4b9d0001add64f,10,0,0.876
5914b7b50a4b9d0001add64f,10,1,0.6772
5914b7b50a4b9d0001add64f,10,0,1.6102
5914b7b50a4b9d0001add64f,10,0,0.7283
5914b7b50a4b9d0001add64f,10,0,0.7094
5914b7b50a4b9d0001add64f,10,0,0.5453
5914b7b50a4b9d0001add64f,10,0,0.8282
5914b7b50a4b9d0001add64f,10,1,0.6428
5914b7b50a4b9d0001add64f,10,1,0.6063
5914b7b50a4b9d0001add64f,10,1,0.8254
5914b7b50a4b9d0001add64f,10,1,0.9758
5914b7b50a4b9d0001add64f,10,0,1.112
5914b7b50a4b9d0001add64f,10,0,1.0264
5a78e410ae9a0b0001a97274,11,1,1.7658
5a78e410ae9a0b0001a97274,11,1,1.9788
5a78e410ae9a0b0001a97274,11,1,1.6836
5a78e410ae9a0b0001a97274,11,0,1.6434
5a78e410ae9a0b0001a97274,11,0,1.3965
5a78e410ae9a0b0001a97274,11,0,1.7198
5a78e410ae9a0b0001a97274,11,1,1.9151
5a78e410ae9a0b0001a97274,11,0,1.485
5a78e410ae9a0b0001a97274,11,1,1.6524
5a78e410ae9a0b0001a97274,11,0,1.5373
5a78e410ae9a0b0001a97274,11,0,1.5195
5a78e410ae9a0b0001a97274,11,0,1.8648
5a78e410ae9a0b0001a97274,11,0,1.1982
5a78e410ae9a0b0001a97274,11,0,1.1572
5a78e410ae9a0b0001a97274,11,1,1.632
5a78e410ae9a0b0001a97274,11,0,2.4722
5a78e410ae9a0b0001a97274,11,1,1.8481
5a78e410ae9a0b0001a97274,11,1,2.2774
5a78e410ae9a0b0001a97274,11,1,1.4039
5a78e410ae9a0b0001a97274,11,0,1.5352
5a78e410ae9a0b0001a97274,11,0,1.1812
5a78e410ae9a0b0001a97274,11,0,1.3466
5a78e410ae9a0b0001a97274,11,1,1.0653
5a78e410ae9a0b0001a97274,11,0,0.9071
5a78e410ae9a0b0001a97274,11,0,1.3139
5a78e410ae9a0b0001a97274,11,1,1.6489
5a78e410ae9a0b0001a97274,11,1,1.5479
5a78e410ae9a0b0001a97274,11,0,1.9175
5a78e410ae9a0b0001a97274,11,0,1.6118
5a78e410ae9a0b0001a97274,11,1,1.3478
5a78e410ae9a0b0001a97274,11,0,1.4297
5a78e410ae9a0b0001a97274,11,1,1.5143
5a78e410ae9a0b0001a97274,11,0,1.4972
5a78e410ae9a0b0001a97274,11,0,1.0523
5a78e410ae9a0b0001a97274,11,0,1.5194
5a78e410ae9a0b0001a97274,11,1,1.3087
5a78e410ae9a0b0001a97274,11,1,1.032
5a78e410ae9a0b0001a97274,11,1,1.165
5a78e410ae9a0b0001a97274,11,0,1.0313
5a78e410ae9a0b0001a97274,11,0,1.2668
5a78e410ae9a0b0001a97274,11,0,1.648
5a78e410ae9a0b0001a97274,11,1,1.2943
5a78e410ae9a0b0001a97274,11,1,1.4152
5a78e410ae9a0b0001a97274,11,1,2.0475
5a78e410ae9a0b0001a97274,11,0,1.4301
5a78e410ae9a0b0001a97274,11,0,1.2967
5a78e410ae9a0b0001a97274,11,0,2.0182
5a78e410ae9a0b0001a97274,11,0,2.3466
5a78e410ae9a0b0001a97274,11,0,1.7817
5a78e410ae9a0b0001a97274,11,1,1.2295
5adbc051f6b58c0001fa3bbe,12,1,3.1294
5adbc051f6b58c0001fa3bbe,12,1,3.9746
5adbc051f6b58c0001fa3bbe,12,0,4.9279
5adbc051f6b58c0001fa3bbe,12,1,4.673
5adbc051f6b58c0001fa3bbe,12,0,4.1334
5adbc051f6b58c0001fa3bbe,12,0,4.3004
5adbc051f6b58c0001fa3bbe,12,1,2.8467
5adbc051f6b58c0001fa3bbe,12,0,2.2183
