,subid,subtrial,social_money,nonsocial_money,exp_chosen,decision_price,reaction_time,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT
16,60e637111a022da8d1963a65,17,0.01,0.02,0,0.02,0.799000025,27,5.333333333,64,15,17,21,11
17,60e637111a022da8d1963a65,18,0.04,0.02,1,0.04,0.5989999770000001,27,5.333333333,64,15,17,21,11
18,60e637111a022da8d1963a65,19,0.03,0.02,1,0.03,0.934999943,27,5.333333333,64,15,17,21,11
19,60e637111a022da8d1963a65,20,0.05,0.03,1,0.05,0.671000004,27,5.333333333,64,15,17,21,11
20,60e637111a022da8d1963a65,21,0.04,0.03,0,0.03,1.233999968,27,5.333333333,64,15,17,21,11
21,60e637111a022da8d1963a65,22,0.01,0.01,0,0.01,0.5739998820000001,27,5.333333333,64,15,17,21,11
22,60e637111a022da8d1963a65,23,0.01,0.03,0,0.03,0.684000015,27,5.333333333,64,15,17,21,11
23,60e637111a022da8d1963a65,24,0.03,0.01,1,0.03,0.625,27,5.333333333,64,15,17,21,11
24,60e637111a022da8d1963a65,25,0.05,0.01,1,0.05,0.619999886,27,5.333333333,64,15,17,21,11
25,60e637111a022da8d1963a65,26,0.02,0.05,0,0.05,1.099999905,27,5.333333333,64,15,17,21,11
26,60e637111a022da8d1963a65,27,0.05,0.01,1,0.05,0.8740000720000001,27,5.333333333,64,15,17,21,11
27,60e637111a022da8d1963a65,28,0.03,0.05,0,0.05,0.7649998659999999,27,5.333333333,64,15,17,21,11
28,60e637111a022da8d1963a65,29,0.03,0.01,1,0.03,0.570999861,27,5.333333333,64,15,17,21,11
29,60e637111a022da8d1963a65,30,0.02,0.03,0,0.03,0.944999933,27,5.333333333,64,15,17,21,11
30,60e637111a022da8d1963a65,31,0.04,0.01,1,0.04,0.7149999140000001,27,5.333333333,64,15,17,21,11
31,60e637111a022da8d1963a65,32,0.02,0.03,0,0.03,0.840999842,27,5.333333333,64,15,17,21,11
32,60e637111a022da8d1963a65,33,0.03,0.05,0,0.05,0.539999962,27,5.333333333,64,15,17,21,11
33,60e637111a022da8d1963a65,34,0.04,0.01,1,0.04,0.70600009,27,5.333333333,64,15,17,21,11
34,60e637111a022da8d1963a65,35,0.05,0.01,1,0.05,0.67599988,27,5.333333333,64,15,17,21,11
35,60e637111a022da8d1963a65,36,0.04,0.03,1,0.04,0.8019998070000001,27,5.333333333,64,15,17,21,11
36,60e637111a022da8d1963a65,37,0.05,0.02,1,0.05,0.743999958,27,5.333333333,64,15,17,21,11
37,60e637111a022da8d1963a65,38,0.04,0.04,1,0.04,0.6259999279999999,27,5.333333333,64,15,17,21,11
38,60e637111a022da8d1963a65,39,0.01,0.05,0,0.05,0.832000017,27,5.333333333,64,15,17,21,11
39,60e637111a022da8d1963a65,40,0.02,0.05,0,0.05,0.684000015,27,5.333333333,64,15,17,21,11
40,60e637111a022da8d1963a65,41,0.01,0.05,0,0.05,0.6749999520000001,27,5.333333333,64,15,17,21,11
41,60e637111a022da8d1963a65,42,0.03,0.03,1,0.03,0.917999983,27,5.333333333,64,15,17,21,11
42,60e637111a022da8d1963a65,43,0.05,0.03,1,0.05,0.852999926,27,5.333333333,64,15,17,21,11
43,60e637111a022da8d1963a65,44,0.01,0.03,0,0.03,0.684000015,27,5.333333333,64,15,17,21,11
44,60e637111a022da8d1963a65,45,0.05,0.01,1,0.05,0.970000029,27,5.333333333,64,15,17,21,11
45,60e637111a022da8d1963a65,46,0.05,0.02,1,0.05,0.873999834,27,5.333333333,64,15,17,21,11
46,60e637111a022da8d1963a65,47,0.01,0.04,0,0.04,0.6989998820000001,27,5.333333333,64,15,17,21,11
47,60e637111a022da8d1963a65,48,0.02,0.02,1,0.02,0.947999954,27,5.333333333,64,15,17,21,11
48,60e637111a022da8d1963a65,49,0.05,0.04,1,0.05,1.150000095,27,5.333333333,64,15,17,21,11
49,60e637111a022da8d1963a65,50,0.04,0.03,0,0.03,5.335000038,27,5.333333333,64,15,17,21,11
0,5f6ea39029ca174064215ac2,1,0.03,0.05,0,0.05,1.882000208,25,5.416666667,81,22,20,20,19
1,5f6ea39029ca174064215ac2,2,0.02,0.04,1,0.02,3.049000025,25,5.416666667,81,22,20,20,19
2,5f6ea39029ca174064215ac2,3,0.02,0.03,1,0.02,1.996999979,25,5.416666667,81,22,20,20,19
3,5f6ea39029ca174064215ac2,4,0.05,0.03,1,0.05,1.950000048,25,5.416666667,81,22,20,20,19
4,5f6ea39029ca174064215ac2,5,0.01,0.05,1,0.01,2.570000172,25,5.416666667,81,22,20,20,19
5,5f6ea39029ca174064215ac2,6,0.02,0.05,1,0.02,1.628999949,25,5.416666667,81,22,20,20,19
6,5f6ea39029ca174064215ac2,7,0.05,0.01,1,0.05,1.947000027,25,5.416666667,81,22,20,20,19
7,5f6ea39029ca174064215ac2,8,0.05,0.01,0,0.01,2.11500001,25,5.416666667,81,22,20,20,19
8,5f6ea39029ca174064215ac2,9,0.02,0.01,0,0.01,1.476999998,25,5.416666667,81,22,20,20,19
9,5f6ea39029ca174064215ac2,10,0.02,0.03,0,0.03,1.5319998259999998,25,5.416666667,81,22,20,20,19
10,5f6ea39029ca174064215ac2,11,0.05,0.03,1,0.05,1.264999866,25,5.416666667,81,22,20,20,19
11,5f6ea39029ca174064215ac2,12,0.05,0.01,1,0.05,2.176000118,25,5.416666667,81,22,20,20,19
12,5f6ea39029ca174064215ac2,13,0.04,0.01,0,0.01,1.902000189,25,5.416666667,81,22,20,20,19
13,5f6ea39029ca174064215ac2,14,0.02,0.04,1,0.02,2.1189999580000003,25,5.416666667,81,22,20,20,19
14,5f6ea39029ca174064215ac2,15,0.01,0.01,0,0.01,2.726000071,25,5.416666667,81,22,20,20,19
15,5f6ea39029ca174064215ac2,16,0.05,0.02,0,0.02,2.434000015,25,5.416666667,81,22,20,20,19
16,5f6ea39029ca174064215ac2,17,0.05,0.04,0,0.04,2.143000126,25,5.416666667,81,22,20,20,19
17,5f6ea39029ca174064215ac2,18,0.02,0.02,1,0.02,2.11500001,25,5.416666667,81,22,20,20,19
18,5f6ea39029ca174064215ac2,19,0.01,0.05,1,0.01,2.3180000780000003,25,5.416666667,81,22,20,20,19
19,5f6ea39029ca174064215ac2,20,0.04,0.04,1,0.04,2.071000099,25,5.416666667,81,22,20,20,19
20,5f6ea39029ca174064215ac2,21,0.01,0.05,1,0.01,2.56400013,25,5.416666667,81,22,20,20,19
21,5f6ea39029ca174064215ac2,22,0.03,0.03,0,0.03,1.953999996,25,5.416666667,81,22,20,20,19
22,5f6ea39029ca174064215ac2,23,0.01,0.04,0,0.04,2.160000086,25,5.416666667,81,22,20,20,19
23,5f6ea39029ca174064215ac2,24,0.01,0.02,1,0.01,2.480000019,25,5.416666667,81,22,20,20,19
24,5f6ea39029ca174064215ac2,25,0.03,0.02,1,0.03,1.555999994,25,5.416666667,81,22,20,20,19
25,5f6ea39029ca174064215ac2,26,0.02,0.05,0,0.05,2.153999805,25,5.416666667,81,22,20,20,19
26,5f6ea39029ca174064215ac2,27,0.04,0.02,0,0.02,2.573999882,25,5.416666667,81,22,20,20,19
27,5f6ea39029ca174064215ac2,28,0.04,0.01,1,0.04,1.678999901,25,5.416666667,81,22,20,20,19
28,5f6ea39029ca174064215ac2,29,0.03,0.03,0,0.03,2.173000097,25,5.416666667,81,22,20,20,19
29,5f6ea39029ca174064215ac2,30,0.04,0.03,0,0.03,2.427999973,25,5.416666667,81,22,20,20,19
30,5f6ea39029ca174064215ac2,31,0.02,0.05,1,0.02,2.438000202,25,5.416666667,81,22,20,20,19
31,5f6ea39029ca174064215ac2,32,0.03,0.01,1,0.03,3.1260001660000003,25,5.416666667,81,22,20,20,19
32,5f6ea39029ca174064215ac2,33,0.05,0.02,1,0.05,2.388000011,25,5.416666667,81,22,20,20,19
33,5f6ea39029ca174064215ac2,34,0.01,0.02,1,0.01,2.354000092,25,5.416666667,81,22,20,20,19
34,5f6ea39029ca174064215ac2,35,0.05,0.01,0,0.01,1.70299983,25,5.416666667,81,22,20,20,19
35,5f6ea39029ca174064215ac2,36,0.01,0.03,0,0.03,1.6340000630000002,25,5.416666667,81,22,20,20,19
36,5f6ea39029ca174064215ac2,37,0.01,0.04,1,0.01,2.138999939,25,5.416666667,81,22,20,20,19
37,5f6ea39029ca174064215ac2,38,0.05,0.01,0,0.01,1.75999999,25,5.416666667,81,22,20,20,19
38,5f6ea39029ca174064215ac2,39,0.04,0.03,1,0.04,2.365999937,25,5.416666667,81,22,20,20,19
39,5f6ea39029ca174064215ac2,40,0.04,0.03,0,0.03,2.506000042,25,5.416666667,81,22,20,20,19
40,5f6ea39029ca174064215ac2,41,0.01,0.04,0,0.04,1.44900012,25,5.416666667,81,22,20,20,19
41,5f6ea39029ca174064215ac2,42,0.02,0.02,1,0.02,2.42599988,25,5.416666667,81,22,20,20,19
42,5f6ea39029ca174064215ac2,43,0.03,0.05,1,0.03,2.5920000080000003,25,5.416666667,81,22,20,20,19
43,5f6ea39029ca174064215ac2,44,0.05,0.02,1,0.05,2.187999964,25,5.416666667,81,22,20,20,19
44,5f6ea39029ca174064215ac2,45,0.01,0.02,1,0.01,2.898000002,25,5.416666667,81,22,20,20,19
45,5f6ea39029ca174064215ac2,46,0.03,0.02,0,0.02,2.120000124,25,5.416666667,81,22,20,20,19
46,5f6ea39029ca174064215ac2,47,0.03,0.01,1,0.03,2.477999926,25,5.416666667,81,22,20,20,19
47,5f6ea39029ca174064215ac2,48,0.01,0.03,0,0.03,2.231999874,25,5.416666667,81,22,20,20,19
48,5f6ea39029ca174064215ac2,49,0.05,0.03,1,0.05,3.006999969,25,5.416666667,81,22,20,20,19
49,5f6ea39029ca174064215ac2,50,0.04,0.01,1,0.04,2.825999975,25,5.416666667,81,22,20,20,19
0,60e96125cf260de73e1b535c,1,0.01,0.02,0,0.02,1.1223,26,6.583333333,82,19,24,19,20
1,60e96125cf260de73e1b535c,2,0.05,0.02,0,0.02,0.9572,26,6.583333333,82,19,24,19,20
2,60e96125cf260de73e1b535c,3,0.02,0.01,1,0.02,1.0892,26,6.583333333,82,19,24,19,20
3,60e96125cf260de73e1b535c,4,0.04,0.01,1,0.04,1.3367,26,6.583333333,82,19,24,19,20
4,60e96125cf260de73e1b535c,5,0.04,0.01,1,0.04,2.1537,26,6.583333333,82,19,24,19,20
5,60e96125cf260de73e1b535c,6,0.04,0.01,1,0.04,1.7491,26,6.583333333,82,19,24,19,20
6,60e96125cf260de73e1b535c,7,0.03,0.02,0,0.02,1.0453,26,6.583333333,82,19,24,19,20
7,60e96125cf260de73e1b535c,8,0.01,0.05,1,0.01,0.9569,26,6.583333333,82,19,24,19,20
8,60e96125cf260de73e1b535c,9,0.05,0.03,0,0.03,1.8565,26,6.583333333,82,19,24,19,20
9,60e96125cf260de73e1b535c,10,0.01,0.03,0,0.03,1.0008,26,6.583333333,82,19,24,19,20
10,60e96125cf260de73e1b535c,11,0.02,0.04,1,0.02,1.1113,26,6.583333333,82,19,24,19,20
11,60e96125cf260de73e1b535c,12,0.01,0.04,1,0.01,0.5528,26,6.583333333,82,19,24,19,20
12,60e96125cf260de73e1b535c,13,0.04,0.03,0,0.03,1.8613,26,6.583333333,82,19,24,19,20
13,60e96125cf260de73e1b535c,14,0.05,0.01,0,0.01,2.7372,26,6.583333333,82,19,24,19,20
14,60e96125cf260de73e1b535c,15,0.01,0.02,0,0.02,2.2982,26,6.583333333,82,19,24,19,20
15,60e96125cf260de73e1b535c,16,0.05,0.03,1,0.05,0.915,26,6.583333333,82,19,24,19,20
16,60e96125cf260de73e1b535c,17,0.02,0.03,0,0.03,0.5355,26,6.583333333,82,19,24,19,20
17,60e96125cf260de73e1b535c,18,0.05,0.01,1,0.05,0.5382,26,6.583333333,82,19,24,19,20
18,60e96125cf260de73e1b535c,19,0.04,0.03,1,0.04,0.8384,26,6.583333333,82,19,24,19,20
19,60e96125cf260de73e1b535c,20,0.03,0.02,1,0.03,0.7709,26,6.583333333,82,19,24,19,20
20,60e96125cf260de73e1b535c,21,0.04,0.03,0,0.03,0.6577,26,6.583333333,82,19,24,19,20
21,60e96125cf260de73e1b535c,22,0.05,0.04,1,0.05,1.0321,26,6.583333333,82,19,24,19,20
22,60e96125cf260de73e1b535c,23,0.04,0.04,0,0.04,2.1231,26,6.583333333,82,19,24,19,20
23,60e96125cf260de73e1b535c,24,0.02,0.05,0,0.05,0.7949,26,6.583333333,82,19,24,19,20
24,60e96125cf260de73e1b535c,25,0.01,0.03,0,0.03,0.6535,26,6.583333333,82,19,24,19,20
25,60e96125cf260de73e1b535c,26,0.03,0.01,0,0.01,1.047,26,6.583333333,82,19,24,19,20
26,60e96125cf260de73e1b535c,27,0.02,0.03,1,0.02,0.843,26,6.583333333,82,19,24,19,20
27,60e96125cf260de73e1b535c,28,0.05,0.01,1,0.05,0.5241,26,6.583333333,82,19,24,19,20
28,60e96125cf260de73e1b535c,29,0.02,0.02,0,0.02,0.6931,26,6.583333333,82,19,24,19,20
29,60e96125cf260de73e1b535c,30,0.02,0.04,0,0.04,0.5886,26,6.583333333,82,19,24,19,20
30,60e96125cf260de73e1b535c,31,0.01,0.05,0,0.05,0.4431,26,6.583333333,82,19,24,19,20
31,60e96125cf260de73e1b535c,32,0.04,0.02,1,0.04,0.5977,26,6.583333333,82,19,24,19,20
32,60e96125cf260de73e1b535c,33,0.03,0.03,0,0.03,0.6544,26,6.583333333,82,19,24,19,20
33,60e96125cf260de73e1b535c,34,0.02,0.05,0,0.05,0.8153,26,6.583333333,82,19,24,19,20
34,60e96125cf260de73e1b535c,35,0.05,0.01,1,0.05,4.57,26,6.583333333,82,19,24,19,20
35,60e96125cf260de73e1b535c,36,0.01,0.01,1,0.01,1.1326,26,6.583333333,82,19,24,19,20
36,60e96125cf260de73e1b535c,37,0.01,0.02,0,0.02,0.5595,26,6.583333333,82,19,24,19,20
37,60e96125cf260de73e1b535c,38,0.01,0.05,0,0.05,0.4384,26,6.583333333,82,19,24,19,20
38,60e96125cf260de73e1b535c,39,0.02,0.05,1,0.02,1.382,26,6.583333333,82,19,24,19,20
39,60e96125cf260de73e1b535c,40,0.03,0.01,1,0.03,0.5809,26,6.583333333,82,19,24,19,20
40,60e96125cf260de73e1b535c,41,0.03,0.05,0,0.05,1.3606,26,6.583333333,82,19,24,19,20
41,60e96125cf260de73e1b535c,42,0.01,0.04,1,0.01,1.8832,26,6.583333333,82,19,24,19,20
42,60e96125cf260de73e1b535c,43,0.05,0.03,0,0.03,1.2465,26,6.583333333,82,19,24,19,20
43,60e96125cf260de73e1b535c,44,0.05,0.02,1,0.05,1.1302,26,6.583333333,82,19,24,19,20
44,60e96125cf260de73e1b535c,45,0.01,0.04,0,0.04,0.8086,26,6.583333333,82,19,24,19,20
45,60e96125cf260de73e1b535c,46,0.03,0.05,1,0.03,0.9453,26,6.583333333,82,19,24,19,20
46,60e96125cf260de73e1b535c,47,0.03,0.03,0,0.03,2.7128,26,6.583333333,82,19,24,19,20
47,60e96125cf260de73e1b535c,48,0.02,0.02,1,0.02,1.4645,26,6.583333333,82,19,24,19,20
48,60e96125cf260de73e1b535c,49,0.05,0.02,0,0.02,4.8047,26,6.583333333,82,19,24,19,20
49,60e96125cf260de73e1b535c,50,0.05,0.01,0,0.01,0.9178,26,6.583333333,82,19,24,19,20
0,5f12b3a2791d172281e7d6a9,1,0.02,0.01,0,0.01,1.921000004,16,5.416666667,77,21,27,13,16
1,5f12b3a2791d172281e7d6a9,2,0.04,0.01,0,0.01,2.229000092,16,5.416666667,77,21,27,13,16
2,5f12b3a2791d172281e7d6a9,3,0.01,0.01,1,0.01,2.325000048,16,5.416666667,77,21,27,13,16
3,5f12b3a2791d172281e7d6a9,4,0.01,0.04,0,0.04,1.7740001680000002,16,5.416666667,77,21,27,13,16
4,5f12b3a2791d172281e7d6a9,5,0.01,0.05,1,0.01,3.506000042,16,5.416666667,77,21,27,13,16
5,5f12b3a2791d172281e7d6a9,6,0.05,0.03,1,0.05,1.894999981,16,5.416666667,77,21,27,13,16
6,5f12b3a2791d172281e7d6a9,7,0.02,0.03,0,0.03,2.471000195,16,5.416666667,77,21,27,13,16
7,5f12b3a2791d172281e7d6a9,8,0.03,0.05,1,0.03,1.85800004,16,5.416666667,77,21,27,13,16
8,5f12b3a2791d172281e7d6a9,9,0.02,0.05,1,0.02,1.784999847,16,5.416666667,77,21,27,13,16
9,5f12b3a2791d172281e7d6a9,10,0.05,0.01,1,0.05,1.944000006,16,5.416666667,77,21,27,13,16
10,5f12b3a2791d172281e7d6a9,11,0.05,0.01,1,0.05,1.960999966,16,5.416666667,77,21,27,13,16
11,5f12b3a2791d172281e7d6a9,12,0.05,0.02,0,0.02,1.6429998869999998,16,5.416666667,77,21,27,13,16
12,5f12b3a2791d172281e7d6a9,13,0.04,0.01,1,0.04,2.322999954,16,5.416666667,77,21,27,13,16
13,5f12b3a2791d172281e7d6a9,14,0.01,0.04,1,0.01,2.325999975,16,5.416666667,77,21,27,13,16
14,5f12b3a2791d172281e7d6a9,15,0.02,0.02,1,0.02,1.944999933,16,5.416666667,77,21,27,13,16
15,5f12b3a2791d172281e7d6a9,16,0.01,0.03,1,0.01,1.847999811,16,5.416666667,77,21,27,13,16
16,5f12b3a2791d172281e7d6a9,17,0.04,0.03,1,0.04,3.137000084,16,5.416666667,77,21,27,13,16
17,5f12b3a2791d172281e7d6a9,18,0.04,0.03,0,0.03,3.276000023,16,5.416666667,77,21,27,13,16
18,5f12b3a2791d172281e7d6a9,19,0.02,0.03,1,0.02,2.891000032,16,5.416666667,77,21,27,13,16
19,5f12b3a2791d172281e7d6a9,20,0.04,0.02,0,0.02,2.881999969,16,5.416666667,77,21,27,13,16
20,5f12b3a2791d172281e7d6a9,21,0.05,0.02,0,0.02,1.889999866,16,5.416666667,77,21,27,13,16
21,5f12b3a2791d172281e7d6a9,22,0.01,0.02,0,0.02,2.084000111,16,5.416666667,77,21,27,13,16
22,5f12b3a2791d172281e7d6a9,23,0.05,0.01,0,0.01,1.371999979,16,5.416666667,77,21,27,13,16
23,5f12b3a2791d172281e7d6a9,24,0.04,0.04,0,0.04,1.521999836,16,5.416666667,77,21,27,13,16
24,5f12b3a2791d172281e7d6a9,25,0.04,0.03,1,0.04,2.359999895,16,5.416666667,77,21,27,13,16
25,5f12b3a2791d172281e7d6a9,26,0.01,0.02,0,0.02,1.72300005,16,5.416666667,77,21,27,13,16
26,5f12b3a2791d172281e7d6a9,27,0.05,0.01,0,0.01,1.7000000480000002,16,5.416666667,77,21,27,13,16
27,5f12b3a2791d172281e7d6a9,28,0.01,0.02,0,0.02,3.704999924,16,5.416666667,77,21,27,13,16
28,5f12b3a2791d172281e7d6a9,29,0.03,0.05,0,0.05,1.835999966,16,5.416666667,77,21,27,13,16
29,5f12b3a2791d172281e7d6a9,30,0.01,0.05,1,0.01,2.9939999580000003,16,5.416666667,77,21,27,13,16
30,5f12b3a2791d172281e7d6a9,31,0.05,0.02,0,0.02,1.6669998169999998,16,5.416666667,77,21,27,13,16
31,5f12b3a2791d172281e7d6a9,32,0.03,0.01,0,0.01,2.644999981,16,5.416666667,77,21,27,13,16
32,5f12b3a2791d172281e7d6a9,33,0.01,0.03,1,0.01,2.142999887,16,5.416666667,77,21,27,13,16
33,5f12b3a2791d172281e7d6a9,34,0.05,0.04,1,0.05,2.320000172,16,5.416666667,77,21,27,13,16
34,5f12b3a2791d172281e7d6a9,35,0.05,0.03,0,0.03,1.743000031,16,5.416666667,77,21,27,13,16
35,5f12b3a2791d172281e7d6a9,36,0.03,0.03,1,0.03,2.7170000080000003,16,5.416666667,77,21,27,13,16
36,5f12b3a2791d172281e7d6a9,37,0.03,0.01,1,0.03,1.621000051,16,5.416666667,77,21,27,13,16
37,5f12b3a2791d172281e7d6a9,38,0.05,0.01,1,0.05,1.917999983,16,5.416666667,77,21,27,13,16
38,5f12b3a2791d172281e7d6a9,39,0.03,0.02,0,0.02,2.628000021,16,5.416666667,77,21,27,13,16
39,5f12b3a2791d172281e7d6a9,40,0.01,0.05,1,0.01,2.203000069,16,5.416666667,77,21,27,13,16
40,5f12b3a2791d172281e7d6a9,41,0.02,0.05,0,0.05,2.316999912,16,5.416666667,77,21,27,13,16
41,5f12b3a2791d172281e7d6a9,42,0.01,0.04,1,0.01,1.677999973,16,5.416666667,77,21,27,13,16
42,5f12b3a2791d172281e7d6a9,43,0.03,0.02,1,0.03,3.215999842,16,5.416666667,77,21,27,13,16
43,5f12b3a2791d172281e7d6a9,44,0.02,0.04,1,0.02,1.503999949,16,5.416666667,77,21,27,13,16
44,5f12b3a2791d172281e7d6a9,45,0.02,0.02,0,0.02,3.296000004,16,5.416666667,77,21,27,13,16
45,5f12b3a2791d172281e7d6a9,46,0.05,0.03,1,0.05,2.86500001,16,5.416666667,77,21,27,13,16
46,5f12b3a2791d172281e7d6a9,47,0.03,0.03,1,0.03,1.81400013,16,5.416666667,77,21,27,13,16
47,5f12b3a2791d172281e7d6a9,48,0.02,0.04,0,0.04,2.7630000110000004,16,5.416666667,77,21,27,13,16
48,5f12b3a2791d172281e7d6a9,49,0.02,0.05,1,0.02,2.784000158,16,5.416666667,77,21,27,13,16
49,5f12b3a2791d172281e7d6a9,50,0.04,0.01,1,0.04,3.281000137,16,5.416666667,77,21,27,13,16
0,604557dd82b57569031a1da8,1,0.01,0.05,1,0.01,2.717999935,14,5.583333333,62,16,20,11,15
1,604557dd82b57569031a1da8,2,0.04,0.02,0,0.02,2.787000179,14,5.583333333,62,16,20,11,15
2,604557dd82b57569031a1da8,3,0.05,0.04,0,0.04,2.295000076,14,5.583333333,62,16,20,11,15
3,604557dd82b57569031a1da8,4,0.05,0.01,1,0.05,3.230999947,14,5.583333333,62,16,20,11,15
4,604557dd82b57569031a1da8,5,0.05,0.01,1,0.05,1.661999941,14,5.583333333,62,16,20,11,15
5,604557dd82b57569031a1da8,6,0.05,0.02,1,0.05,2.694999933,14,5.583333333,62,16,20,11,15
6,604557dd82b57569031a1da8,7,0.02,0.05,1,0.02,2.625,14,5.583333333,62,16,20,11,15
7,604557dd82b57569031a1da8,8,0.01,0.02,1,0.01,2.038000107,14,5.583333333,62,16,20,11,15
8,604557dd82b57569031a1da8,9,0.04,0.01,0,0.01,2.477999926,14,5.583333333,62,16,20,11,15
9,604557dd82b57569031a1da8,10,0.02,0.03,1,0.02,1.702000141,14,5.583333333,62,16,20,11,15
10,604557dd82b57569031a1da8,11,0.01,0.04,0,0.04,2.8289999960000003,14,5.583333333,62,16,20,11,15
11,604557dd82b57569031a1da8,12,0.01,0.05,0,0.05,2.878000021,14,5.583333333,62,16,20,11,15
12,604557dd82b57569031a1da8,13,0.02,0.02,0,0.02,3.502000093,14,5.583333333,62,16,20,11,15
13,604557dd82b57569031a1da8,14,0.05,0.03,1,0.05,1.840999842,14,5.583333333,62,16,20,11,15
14,604557dd82b57569031a1da8,15,0.05,0.02,0,0.02,1.772000074,14,5.583333333,62,16,20,11,15
15,604557dd82b57569031a1da8,16,0.03,0.03,1,0.03,4.006999969,14,5.583333333,62,16,20,11,15
16,604557dd82b57569031a1da8,17,0.04,0.01,1,0.04,2.24000001,14,5.583333333,62,16,20,11,15
17,604557dd82b57569031a1da8,18,0.05,0.02,0,0.02,2.822000027,14,5.583333333,62,16,20,11,15
18,604557dd82b57569031a1da8,19,0.03,0.02,1,0.03,2.714000225,14,5.583333333,62,16,20,11,15
19,604557dd82b57569031a1da8,20,0.03,0.01,0,0.01,2.246000051,14,5.583333333,62,16,20,11,15
20,604557dd82b57569031a1da8,21,0.04,0.03,1,0.04,1.677999973,14,5.583333333,62,16,20,11,15
21,604557dd82b57569031a1da8,22,0.03,0.01,1,0.03,2.069999933,14,5.583333333,62,16,20,11,15
22,604557dd82b57569031a1da8,23,0.04,0.03,0,0.03,2.507999897,14,5.583333333,62,16,20,11,15
23,604557dd82b57569031a1da8,24,0.05,0.01,1,0.05,1.546999931,14,5.583333333,62,16,20,11,15
24,604557dd82b57569031a1da8,25,0.04,0.01,1,0.04,2.146999836,14,5.583333333,62,16,20,11,15
25,604557dd82b57569031a1da8,26,0.01,0.02,0,0.02,2.088999987,14,5.583333333,62,16,20,11,15
26,604557dd82b57569031a1da8,27,0.04,0.03,1,0.04,1.676000118,14,5.583333333,62,16,20,11,15
27,604557dd82b57569031a1da8,28,0.01,0.03,1,0.01,2.254000187,14,5.583333333,62,16,20,11,15
28,604557dd82b57569031a1da8,29,0.01,0.05,1,0.01,2.904000044,14,5.583333333,62,16,20,11,15
29,604557dd82b57569031a1da8,30,0.03,0.05,0,0.05,2.746999979,14,5.583333333,62,16,20,11,15
30,604557dd82b57569031a1da8,31,0.04,0.04,0,0.04,2.427000046,14,5.583333333,62,16,20,11,15
31,604557dd82b57569031a1da8,32,0.02,0.01,1,0.02,1.898000002,14,5.583333333,62,16,20,11,15
32,604557dd82b57569031a1da8,33,0.05,0.01,1,0.05,1.893000126,14,5.583333333,62,16,20,11,15
33,604557dd82b57569031a1da8,34,0.02,0.05,1,0.02,4.088000059,14,5.583333333,62,16,20,11,15
34,604557dd82b57569031a1da8,35,0.05,0.01,0,0.01,1.894000053,14,5.583333333,62,16,20,11,15
35,604557dd82b57569031a1da8,36,0.01,0.01,1,0.01,2.621999979,14,5.583333333,62,16,20,11,15
36,604557dd82b57569031a1da8,37,0.01,0.03,1,0.01,2.013000011,14,5.583333333,62,16,20,11,15
37,604557dd82b57569031a1da8,38,0.03,0.02,0,0.02,3.055000067,14,5.583333333,62,16,20,11,15
38,604557dd82b57569031a1da8,39,0.02,0.04,1,0.02,1.809999943,14,5.583333333,62,16,20,11,15
39,604557dd82b57569031a1da8,40,0.01,0.04,1,0.01,2.036000013,14,5.583333333,62,16,20,11,15
40,604557dd82b57569031a1da8,41,0.03,0.05,1,0.03,2.110000134,14,5.583333333,62,16,20,11,15
41,604557dd82b57569031a1da8,42,0.05,0.03,1,0.05,2.476000071,14,5.583333333,62,16,20,11,15
42,604557dd82b57569031a1da8,43,0.02,0.03,1,0.02,1.618000031,14,5.583333333,62,16,20,11,15
43,604557dd82b57569031a1da8,44,0.01,0.02,0,0.02,3.054000139,14,5.583333333,62,16,20,11,15
44,604557dd82b57569031a1da8,45,0.02,0.04,1,0.02,1.423000097,14,5.583333333,62,16,20,11,15
45,604557dd82b57569031a1da8,46,0.05,0.03,1,0.05,2.588000059,14,5.583333333,62,16,20,11,15
46,604557dd82b57569031a1da8,47,0.01,0.04,0,0.04,2.638000011,14,5.583333333,62,16,20,11,15
47,604557dd82b57569031a1da8,48,0.03,0.03,1,0.03,2.192000151,14,5.583333333,62,16,20,11,15
48,604557dd82b57569031a1da8,49,0.02,0.02,1,0.02,1.855999947,14,5.583333333,62,16,20,11,15
49,604557dd82b57569031a1da8,50,0.02,0.05,1,0.02,1.078999996,14,5.583333333,62,16,20,11,15
0,5ff37f2588f05799fa9a9873,1,0.01,0.02,1,0.01,2.474000216,12,6.583333333,87,21,26,20,20
1,5ff37f2588f05799fa9a9873,2,0.02,0.03,1,0.02,2.105000019,12,6.583333333,87,21,26,20,20
2,5ff37f2588f05799fa9a9873,3,0.05,0.02,0,0.02,1.811999798,12,6.583333333,87,21,26,20,20
3,5ff37f2588f05799fa9a9873,4,0.03,0.03,1,0.03,1.839999914,12,6.583333333,87,21,26,20,20
4,5ff37f2588f05799fa9a9873,5,0.05,0.03,1,0.05,1.982999802,12,6.583333333,87,21,26,20,20
5,5ff37f2588f05799fa9a9873,6,0.05,0.01,1,0.05,1.980000019,12,6.583333333,87,21,26,20,20
6,5ff37f2588f05799fa9a9873,7,0.05,0.01,0,0.01,1.229000092,12,6.583333333,87,21,26,20,20
