participant,sum_spent,S_NS,avg_spent,prop,AQ,MSPSS,IRI_total,IRI_FS,IRI_EC,IRI_PD,IRI_PT,moresocial,prop_moresocial
60ff2035293107014b9770e8,0.45,Social,0.032142857,0.28,32,5.333333333,59.0,17.0,20.0,8.0,14.0,1,0
60ff9a9aad04eb7ef6cae70a,0.45,Social,0.025,0.36,25,3.0,56.0,19.0,12.0,14.0,11.0,0,0
610040d9d3e1fbd63a3f41e5,0.73,Social,0.0292,0.5,20,6.166666667,78.0,14.0,19.0,23.0,22.0,1,0
61009741973fdb40344de5e7,1.0,Social,0.026315789,0.76,13,6.0,69.0,17.0,22.0,12.0,18.0,0,1
6100b292b7fc7f30ec9132dc,1.0,Social,0.03030303,0.66,23,6.166666667,68.0,10.0,21.0,13.0,24.0,1,1
6101667971d68405d105698a,0.56,Social,0.025454545,0.44,24,4.416666667,76.0,25.0,18.0,14.0,19.0,1,0
61023e0830e893bec6bd8f3c,0.9,Social,0.029032258,0.62,15,6.916666667,87.0,19.0,24.0,24.0,20.0,1,1
6102c8ad26a015adcd8aaac4,0.5,Social,0.02,0.5,20,5.583333333,89.0,25.0,26.0,21.0,17.0,0,0
610321b49114d026a41efd28,0.64,Social,0.032,0.4,22,5.0,74.0,21.0,21.0,16.0,16.0,0,0
6103fa5faa24894dcd2cda34,0.16,Social,0.04,0.081632653,24,4.75,66.0,12.0,23.0,14.0,17.0,1,0
610421096c1af729ade5aac1,0.88,Social,0.026666667,0.66,29,5.416666667,68.0,19.0,19.0,14.0,16.0,1,1
610808ab1708833b02eb8a57,0.6,Social,0.035294118,0.34,24,6.25,87.0,28.0,25.0,18.0,16.0,1,0
61083f623522116ea15fdc05,0.94,Social,0.030322581,0.62,10,5.75,59.0,22.0,9.0,17.0,11.0,0,1
610854af9b70aacc11550cde,0.52,Social,0.028888889,0.36,21,5.083333333,72.0,21.0,21.0,10.0,20.0,0,0
61088cda72a1106216fa4858,0.67,Social,0.024814815,0.54,25,6.583333333,45.0,12.0,15.0,9.0,9.0,1,1
610934fd924a7b98497b2108,1.13,Social,0.0353125,0.64,16,6.166666667,74.0,28.0,18.0,10.0,18.0,1,1
610999f68d373b548447abfe,0.88,Social,0.032592593,0.54,23,5.416666667,74.0,19.0,21.0,11.0,23.0,1,1
6109c9dd829e3b0e3a87b8e8,0.67,Social,0.031904762,0.42,21,6.916666667,67.0,16.0,19.0,14.0,18.0,1,0
6109d72bcd6919f7b64afbe3,0.85,Social,0.028333333,0.6,19,5.166666667,70.0,17.0,27.0,10.0,16.0,0,1
610a06e4613ff666139fd6d9,0.99,Social,0.028285714,0.7,26,4.166666667,55.0,16.0,15.0,12.0,12.0,1,1
610c59ee34cc312d7ca55e45,1.15,Social,0.031081081,0.74,16,6.166666667,57.0,10.0,19.0,9.0,19.0,1,1
610d3d786149dbd00d635e26,1.02,Social,0.037777778,0.54,22,5.5,73.0,21.0,17.0,18.0,17.0,1,1
610dd86540919edb725d1f3f,0.84,Social,0.027096774,0.62,16,4.583333333,59.0,13.0,13.0,11.0,22.0,1,1
61110e69c5c85f3be8c8ebb4,0.51,Social,0.023181818,0.44,20,7.0,76.0,22.0,20.0,15.0,19.0,1,0
61111442bb1b255927718949,0.66,Social,0.024444444,0.54,25,5.166666667,58.0,15.0,18.0,11.0,14.0,1,1
6111303587fe414ecadd44fb,0.52,Social,0.026,0.4,32,5.666666667,83.0,19.0,18.0,19.0,27.0,0,0
61113effc33961d5c253618a,0.85,Social,0.0265625,0.64,20,5.666666667,79.0,22.0,24.0,17.0,16.0,1,1
6111646d1922d97d81f4f9c1,1.1,Social,0.034375,0.64,10,7.0,91.0,28.0,26.0,12.0,25.0,1,1
611188e5b3c601c90fc9a4f6,1.22,Social,0.031282051,0.78,12,6.583333333,71.0,13.0,20.0,24.0,14.0,0,1
611267d44fb8536ce68fe464,0.7,Social,0.030434783,0.46,24,7.0,87.0,20.0,25.0,23.0,19.0,1,0
611292e82906a9ff09cdf126,1.1,Social,0.028947368,0.76,16,6.666666667,60.0,17.0,18.0,12.0,13.0,0,1
611325c23a34bedb5feed16b,0.88,Social,0.033846154,0.52,24,6.0,64.0,14.0,18.0,16.0,16.0,1,1
6113ef42af7454532d9efcce,0.53,Social,0.023043478,0.46,13,6.333333333,79.0,18.0,26.0,11.0,24.0,0,0
611436cc1510765b6b76f89c,0.59,Social,0.022692308,0.52,26,4.0,56.0,14.0,14.0,14.0,14.0,1,1
6114f601f6b1fb77d261f013,0.18,Social,0.0225,0.163265306,44,6.0,19.0,1.0,6.0,0.0,12.0,0,0
6117efedb574017076d5b499,0.47,Social,0.036153846,0.26,21,5.333333333,64.0,17.0,16.0,15.0,16.0,1,0
5914b7b50a4b9d0001add64f,0.62,Non-social,0.022962963,0.54,24,3.333333333,39.0,10.0,9.0,9.0,11.0,0,0
5beaed3f0af61d0001968d9a,1.08,Non-social,0.03,0.734693878,30,3.916666667,73.0,20.0,18.0,14.0,21.0,1,0
5c523d16102de10001022098,0.38,Non-social,0.031666667,0.24,15,6.333333333,69.0,23.0,20.0,13.0,13.0,0,1
5dc368ce880a2927e264dbec,1.0,Non-social,0.032258065,0.62,26,4.416666667,73.0,19.0,23.0,16.0,15.0,0,0
5e70d4869ffb1404cb1f5070,0.51,Non-social,0.022173913,0.46,15,6.0,84.0,24.0,24.0,15.0,21.0,1,1
5efc9ea8f8e7950584b12e87,0.6,Non-social,0.031578947,0.38,19,5.75,35.0,11.0,12.0,3.0,9.0,1,1
5f2f566ddaea2a3417b75920,0.61,Non-social,0.022592593,0.54,32,5.25,69.0,5.0,27.0,25.0,12.0,0,0
5f3964ca4539e00bd5ce47fb,0.73,Non-social,0.028076923,0.52,28,5.333333333,71.0,18.0,20.0,21.0,12.0,1,0
5f793609f8089e53266336f5,0.21,Non-social,0.03,0.14,19,6.5,76.0,18.0,20.0,13.0,25.0,1,1
5f8c70c9c8e71c0b49e49797,1.02,Non-social,0.029142857,0.7,22,5.75,53.0,11.0,16.0,13.0,13.0,0,0
5f94977cf830e82e361b9de1,1.05,Non-social,0.030882353,0.68,18,4.333333333,66.0,15.0,24.0,10.0,17.0,0,0
5f963718a844b719781e9e85,0.8,Non-social,0.025,0.64,30,4.416666667,59.0,14.0,23.0,8.0,14.0,0,0
60fc6bdffe3e6e8caf924670,0.66,Non-social,0.023571429,0.56,17,7.0,92.0,24.0,24.0,24.0,20.0,0,0
60fd7f782b0c5f0b6503302a,0.25,Non-social,0.03125,0.16,21,3.166666667,62.0,5.0,23.0,15.0,19.0,0,1
60fd89617258b322c92fdd03,0.63,Non-social,0.02625,0.48,27,5.916666667,77.0,24.0,25.0,16.0,12.0,1,1
60fd9a010279e0f7e338571a,0.64,Non-social,0.026666667,0.48,15,5.916666667,62.0,14.0,23.0,5.0,20.0,1,1
60fdae513bfebe2fe0122138,0.67,Non-social,0.025769231,0.530612245,24,5.25,94.0,24.0,24.0,18.0,28.0,1,0
60fdce10226d20ddc8990f04,0.71,Non-social,0.024482759,0.58,20,5.333333333,82.0,20.0,22.0,21.0,19.0,0,0
60fe2fb42ec6d443757a92fc,0.72,Non-social,0.032727273,0.44,27,7.0,78.0,18.0,26.0,12.0,22.0,1,1
60fed38a8adb46e44e0869a5,0.62,Non-social,0.026956522,0.46,21,5.0,82.0,27.0,26.0,13.0,16.0,0,1
60ff0c8a83c4bf36bf52df28,0.81,Non-social,0.0324,0.5,19,5.583333333,52.0,11.0,17.0,12.0,12.0,0,0
60ff2035293107014b9770e8,1.05,Non-social,0.029166667,0.72,32,5.333333333,59.0,17.0,20.0,8.0,14.0,1,0
60ff9a9aad04eb7ef6cae70a,0.85,Non-social,0.0265625,0.64,25,3.0,56.0,19.0,12.0,14.0,11.0,0,0
610040d9d3e1fbd63a3f41e5,0.7,Non-social,0.028,0.5,20,6.166666667,78.0,14.0,19.0,23.0,22.0,1,0
61009741973fdb40344de5e7,0.37,Non-social,0.030833333,0.24,13,6.0,69.0,17.0,22.0,12.0,18.0,0,1
6100b292b7fc7f30ec9132dc,0.46,Non-social,0.027058824,0.34,23,6.166666667,68.0,10.0,21.0,13.0,24.0,1,1
6101667971d68405d105698a,0.71,Non-social,0.025357143,0.56,24,4.416666667,76.0,25.0,18.0,14.0,19.0,1,0
61023e0830e893bec6bd8f3c,0.55,Non-social,0.028947368,0.38,15,6.916666667,87.0,19.0,24.0,24.0,20.0,1,1
6102c8ad26a015adcd8aaac4,0.6,Non-social,0.024,0.5,20,5.583333333,89.0,25.0,26.0,21.0,17.0,0,0
610321b49114d026a41efd28,1.01,Non-social,0.033666667,0.6,22,5.0,74.0,21.0,21.0,16.0,16.0,0,0
6103fa5faa24894dcd2cda34,1.35,Non-social,0.03,0.918367347,24,4.75,66.0,12.0,23.0,14.0,17.0,1,0
610421096c1af729ade5aac1,0.36,Non-social,0.021176471,0.34,29,5.416666667,68.0,19.0,19.0,14.0,16.0,1,1
610808ab1708833b02eb8a57,1.12,Non-social,0.033939394,0.66,24,6.25,87.0,28.0,25.0,18.0,16.0,1,0
61083f623522116ea15fdc05,0.58,Non-social,0.030526316,0.38,10,5.75,59.0,22.0,9.0,17.0,11.0,0,1
610854af9b70aacc11550cde,1.01,Non-social,0.0315625,0.64,21,5.083333333,72.0,21.0,21.0,10.0,20.0,0,0
61088cda72a1106216fa4858,0.52,Non-social,0.022608696,0.46,25,6.583333333,45.0,12.0,15.0,9.0,9.0,1,1
610934fd924a7b98497b2108,0.6,Non-social,0.033333333,0.36,16,6.166666667,74.0,28.0,18.0,10.0,18.0,1,1
610999f68d373b548447abfe,0.67,Non-social,0.029130435,0.46,23,5.416666667,74.0,19.0,21.0,11.0,23.0,1,1
6109c9dd829e3b0e3a87b8e8,0.88,Non-social,0.030344828,0.58,21,6.916666667,67.0,16.0,19.0,14.0,18.0,1,0
6109d72bcd6919f7b64afbe3,0.59,Non-social,0.0295,0.4,19,5.166666667,70.0,17.0,27.0,10.0,16.0,0,1
610a06e4613ff666139fd6d9,0.39,Non-social,0.026,0.3,26,4.166666667,55.0,16.0,15.0,12.0,12.0,1,1
610c59ee34cc312d7ca55e45,0.39,Non-social,0.03,0.26,16,6.166666667,57.0,10.0,19.0,9.0,19.0,1,1
610d3d786149dbd00d635e26,0.81,Non-social,0.035217391,0.46,22,5.5,73.0,21.0,17.0,18.0,17.0,1,1
610dd86540919edb725d1f3f,0.48,Non-social,0.025263158,0.38,16,4.583333333,59.0,13.0,13.0,11.0,22.0,1,1
61110e69c5c85f3be8c8ebb4,0.62,Non-social,0.022142857,0.56,20,7.0,76.0,22.0,20.0,15.0,19.0,1,0
61111442bb1b255927718949,0.48,Non-social,0.020869565,0.46,25,5.166666667,58.0,15.0,18.0,11.0,14.0,1,1
6111303587fe414ecadd44fb,0.8,Non-social,0.026666667,0.6,32,5.666666667,83.0,19.0,18.0,19.0,27.0,0,0
61113effc33961d5c253618a,0.34,Non-social,0.018888889,0.36,20,5.666666667,79.0,22.0,24.0,17.0,16.0,1,1
6111646d1922d97d81f4f9c1,0.6,Non-social,0.033333333,0.36,10,7.0,91.0,28.0,26.0,12.0,25.0,1,1
611188e5b3c601c90fc9a4f6,0.35,Non-social,0.031818182,0.22,12,6.583333333,71.0,13.0,20.0,24.0,14.0,0,1
611267d44fb8536ce68fe464,0.78,Non-social,0.028888889,0.54,24,7.0,87.0,20.0,25.0,23.0,19.0,1,0
611292e82906a9ff09cdf126,0.36,Non-social,0.03,0.24,16,6.666666667,60.0,17.0,18.0,12.0,13.0,0,1
611325c23a34bedb5feed16b,0.66,Non-social,0.0275,0.48,24,6.0,64.0,14.0,18.0,16.0,16.0,1,1
6113ef42af7454532d9efcce,0.63,Non-social,0.023333333,0.54,13,6.333333333,79.0,18.0,26.0,11.0,24.0,0,0
611436cc1510765b6b76f89c,0.51,Non-social,0.02125,0.48,26,4.0,56.0,14.0,14.0,14.0,14.0,1,1
6114f601f6b1fb77d261f013,1.16,Non-social,0.028292683,0.836734694,44,6.0,19.0,1.0,6.0,0.0,12.0,0,0
6117efedb574017076d5b499,1.14,Non-social,0.030810811,0.74,21,5.333333333,64.0,17.0,16.0,15.0,16.0,1,0
